Sentences,Langid
A cettu tarataraluga vansalanu cusindi mariyu aneka rahasyalanu kaligi undani nammakam Oka roju mira ane cinna ammayi utsahanto mariyu sahasopetanga a cettu daggara velli dani jnananni adagalani nirnayinncindi,te
Mira cettu vaddaku velli jnanacettu naku santosakaramaina jivitaniki rahasyam ceppu ani adigindi,te
Cettu melliga pratispandinnci nenu oka rahasyam ceptanu kani nuvvu edurayye prati okkarito dinni panncukovalani naku vagdanam ceyali ani ceppindi,te
Mira taksaname angikarinnci cettu dani rahasyam velladinncindi santosakaramaina jivitaniki mulam tisukune danikante ekkuva ivvadam,te
Mira gandaragolanlo padindi kani cettu salahanu patinncalani nirnayinncukundi Ame tana porugu variki sahayam ceyadam modalupettindi tana aharanni panncukundi mariyu tanu ekkadiki vellina dayanu cupinncindi Enta ekkuva iccindo ame anta anandanga marindi,te
Tvaralo mottam gramam amelo vaccina marpunu gamaninncindi mariyu ame udaharananu anusarinncadam prarambhinncindi,te
Kalakramena gramam vikasinncindi Prajalu anyonyanga jivinncaru mariyu prati okkaru gatanlo kante santosanga unnaru Mira cettu rahasyanni eppudu maracipoledu mariyu tana prayananlo ekkadikellina dani jnananni panncukovadam konasaginncindi,te
Oka adavilo oka telivaina kakiki rucikaramaina rotte mukka dorikindi Utsahanto kaki tana rucikaramaina trit‌nu prasantanga asvadincadaniki dhrdamaina kommapaiki vellindi,te
Kakiki teliyadu oka mosapurita nakka duram nundi custondi ani A nakka kallalo akali merustondi Rotteto kakini cusina taruvata nakka dani svanta akalini tircukovadaniki oka mosapurita pranalikanu rupondincindi,te
Manoharamaina cirunavvuto kakini samipincina nakka kaki ni pogadam prarambhincindi Oh adbhutamaina kaki ni ikalu nenu epudu cudananta prakasavantanga unnayi mariyu ni svaram kuda tenela madhuranga undali Okka sari ni madhuramaina svaram to oka pata padava ani nakka kaki to ceppaga nakka yokka mannci matalaku santosinncina kaki pata padataniki noru teravadanto rotte mukka dani mukku nundi jari krinda nelapai padipoyindi,te
Merupu veganto nakka padipoyina rotte mukkani tisukoni adaviloki dusukellindi Nirasa cendina kaki nakka cetlalo kanipincakunda povadam custundaga adi kathinamaina satyanni grahinncindi,te
Oka nadi odduna unna cinna gramanlo gita ane palu amme mahila nivasincedi Ameku oka avu undedi avu palu ame jivanadharam,te
Prati udayam ame avu palu pitiki pala kyan‌nu talapai pettukuni bajaruku velledi Nadustu palu ammi vacce dabbuto em ceyalo uhincukuntu gita tana bhavisyat‌nu kalalalo uhincukunedi,te
Oka roju gita tana alocanalalo munigipoyindi I dabbuto oka kodini konali ani anukondi,te
A kodi gudlu pedutundi Vatini ammi dabbu sampadistanu A dabbuto mekanu konugolu cestanu ani kalagannadi Meka palu istundi a palanu ammi marinta dabbu sampadinci na jivitam bagu cesukuntanu ani tana uhalato anandincindi,te
Tana bhavisyattu gurinci alocistu ala kalagantu nadustunna gita ullasanto tala egiresindi Kani a ksananlone ame talapai unna pala kyan kinda padipoyindi Palu nela mida cindipoyayi,te
Gita kallamundu a palu matrame kadu tana kalalu kuda cediripotunnatlu anipincindi Ame tana nirlaksyam valla jarigina danini baga badhapadindi,te
ddi maidananlo oka cinna kani karunamayamaina cima nivasincedi,te
Oka roju tuphanu samipistunnatlu varta vyapincindi Kitakalu bhayanto asrayam kosam cuttu parugettayi Gandaragolam madhya a citti cima tana sanubhutigala hrdayanto kommalu mariyu akulanu sekarincadam prarambhincindi,te
Tana svanta bhadratapai enduku drsti pettadam ledani itara kitakalu a cima caryalanu prasnincayi Nenu sahayam ceyalanukuntunnanu Manam kalisi paniceste andariki asrayam nirmincagalamu ani samadhanam iccindi a citti cima,te
Tana parimananni cusi nirutsahapadakunda a citti cima kitakalanu oka jattuga erpatu cesindi,te
Jattukrsi mariyu drdha sankalpanto varsam kurisina samayaniki varu dhrdamaina asrayanni nirmincaru Kitakalu suraksitanga mariyu varsanlo tadavakunda kalisi gumigudadanto varu a citti cima yokka nisvartha carya yokka tivra prabhavanni grahincaru,te
Oka gaokappudu evariki varuga vunde kitakalu ippudu aikyamaiyi A citti cimu yokka daya gunam variki karuna yokka saktini mariyu manci kosam kalisi paniceyalane sadgunanni nerpindi,te
Daya gunam aikyatanu srstistundi Jivitanlo edurayye savallanu edurkovadaniki jattu krsi avasaram,te
Okanokappudu oka urilo seth ane vyakti cala krngipoyevadu A seth cala draivaru mariyu jittulamari vyakti Evariki sahayam ceyani pedalaku emi danam ceyani vyakti,te
Seth nivasincina gramam atanu mottam gramanlo atyanta dhanavantudu A seth daggara cala sampada mariyu bangaram mariyu vendi unnayi Kani ippatiki atanu bangaram mariyu vendi sekarana konasagincadu,te
Atanu cala atyasato unnadu atanu tana dabbunu ekkada kharcu ceyaledu Danivalla atanu manci aharam tinadu manci battalu vesukodu,te
Atanu tana jivitanlo garistanga bangaram mariyu vendini sekarincalani mariyu oka roju tana kosam bangaru pyales nirmincalani matrame laksyanga pettukunnadu,te
Appudu a bangaru rajabhavananlo tana jivitantam hayiga gadipevadu Ayite ila bangaranni sekaristune jivitamanta gadicipoyi vrddhudayyadu,te
Ippudu peddayyaka tana tappu telusukundi Tana yavvananlo atyasaku longipokunda dabbunu sakramanga viniyoginci undakapote iroju tana jivitam santosanga undedani anukovadam modalupedatadu,te
Tana dabbuto pedalaku sahayam cesi unte atanu santosanga undevadu Kani ippudu vitanninti gurinci alocince samayam gadicipoyindi mariyu atanu oka roju canipotadu,te
Atani marananantaram a grama prajalu a sethuni sampadananta tama tama illaku tisukellaru,te
Okappudu oka cinna gramanlo ravi ane pedavadu undevadu Atanu tana rucikaramaina samosalaku prasiddhi cendadu Atanu grama market‌lo vikrayincevadu,te
Ravi samosalu enta ruciga untayante ayana samosalu tinenduku duraprantala nunci vaccevaru Rucikaramaina samosalu tayaru ceyadanlo pratibha unnappatiki atanu sadharana jivitanni gadipadu,te
Atanu avasaralanu tircadaniki cala kastapaddadu mariyu atani kutumba posana gurinci taracuga andolana cendutadu Ippatiki atanu asa kolpokunda tana kastanni konasagincadu,te
Okaroju a uriki oka dhanika vyapari vacci ravi samosalu ruci cusi cala santosistadu Atanu ravito ceppadu mi samosalu adbhutanga unnayi,te
Nagaranlo naku cala restarentlu unnayi mariyu mi samosalu mimmalni vijayavantam ceyadaniki avasaramainavi unnayani nenu bhavistunnanu A samosalu na kosam ammagalava?,te
Alanti avakasam vaccinanduku ravi cala santosanga unnadu A vyapariki samosalu ammadam dvara atanu tana jivitanni mariyu tana kutumbanni marcavaccani atanu bhavistadu,te
Atanu ventane angikarinci atanu tayaru cesina samosalanu vyapari restarentlaku pampadam prarambhincadu,te
A vyaparavetta sahayanto ravi samosa nagaranlo cala phemas avutundi Ayana tayarucese samosalante janalu istapadatam modalupettaru Atani dimand peragadam modalavutundi mariyu ravi pagalu mariyu ratri samosalu tayaru ceyadanlo bijiga unnadu,te
Ardarlu ravadanto ravi sampadana peragadam modalavutundi Atanu munupatila pedavadu kadu baduluga atanu laksadhikari ayyadu Inka baga sampadincina sampada unnappatiki ravi eppudu pragalbhalu palakaledu,te
Atani vijayam taruvata ravi tirigi gramaniki vellalani nirnayincukunnadu Akkada siksana kendranni erpatu cesi gramalloni vantavallaku samosalu tayaru ceyadam nerpistanannaru,te
Ravi samosa asaku sphurtiki cihnanga marindi Pedarikam nundi vijayam varaku atani prayananni prajalu meccukunnaru mariyu vari kalalanu konasagincadaniki prerana pondaru,te
Okappudu adavilo cimaku cala daham vesindi Cima nitini vetukkuntu nadi odduku cerukundi Akkada ame niru tragadaniki nadiki samipanlo unna cinna bandanu ekkindi,te
Cima niru tragadaniki krindiki vangina ventane nadi niti pravaham veganga perigindi mariyu ame a rati nundi nadiloki padipoyindi Niru veganga pravahincadanto nadilo cima uvvettuna egasindi,te
Nadiki samipanlo oka pedda cettu kuda undi danipai oka pavuram kurcundi akasmattuga a pavuram cupu a cimapai padindi Pavuram ventane cimaku sahayam ceyalane sankalpam cesindi,te
Cimaku sahayam ceyadaniki pavuram cettu nundi oka akunu tisi nadiloki visirindi A cettu aku tana daggariki ravadam cusi cima veganga dani paiki ekkindi,te
Konta sepatiki a aku endina nelaku cerukogane cima akkadi nunci bayataku vaccindi I vidhanga nitilo nundi cima bayataku vacci pavuraniki krtajnatalu telipindi,te
Ade roju sayantram oka vetagadu pavuranni vetadenduku adaviki vaccadu Cimaku sahayam cesina ade pavuram adi teliyaka akkada prasantanga nidrapotondi,te
Akkada unna vetagadini cusina cima veganga atani padalapai ekki gattiga korikindi Dinto vetagadu gattiga aricadu adi vini pavuram melkoni egiripoyindi,te
I vidhanga cima kuda pavuram pranalanu kapadindi Intaku mundu cimala prananni kapadi oka goppa karyam cesinanduna pavuram pranam kapadabadindi,te
Okappudu oka uri daggara oka pedda dattamaina adavi undedi Okasari a pedda dattamaina adavilo enduko pedda mantalu celaregayi,te
A adaviloni jantuvulanni mantalanu cusi bhayapadi mammalni raksincandi ani aravadam modalupettayi Bhikara mantala karananga adavi mottam tokkisalata jarigindi,te
Jantuvulanni tama pranalanu kapadukovadaniki adavilo itu parugettadam prarambhistayi Ade adavilo oka cinna nirbhaya paksi kuda nivasincindi,te
Paksi migata jantuvulanni bhayapadatam cusi vatannintiki sahayam ceyalani alocincindi Nenu andariki sahayam ceyali ani paksi anukundi,te
Sahayam ceyalane alocanato cinna paksi oka nadiki velli dani cinna mukkulo nadi nitini nimpi adavi mantalanu arpe prayatnam prarambhincindi,te
I visayam cusi o gudlaguba i paksi enta murkhura ani manasulo anukundi Adaviloni i bhayankaramaina mariyu balamaina mantanu koddiga nitito ela arpavaccu?,te
Ila alocistu gudlaguba a paksi daggaraku velli nuvvu murkhudivi anavasaranga pani cestunnavu ani ceppindi Ni kompalo teccina koddipati nillato i manta ela arpiveyabadutundi,te
Gudlaguba mata vinna tarvata paksi cala maryadaga ataniki samadhanam iccindi nenu prayatnistune undali Parinamalu ela unna nenu prayatnam apanu,te
Gudlaguba paksi matalaku cala mugdhudai paksiki sahayam ceyadam prarambhincindi Idi cusi adaviloni itara paksulu kuda mantalanu arpadam prarambhincayi Mellaga adavi mantalu aripoyayi,te
Oka adavilo kappala pedda samuham nivasincedi Oka roju vari samuham mottam adavilo sancarincalani nirnayincukundi dani kosam a gumpuloni kappalanni adavi prayananiki siddhamayyayi,te
Mottam adavilo prayanistunnappudu a gumpuloni rendu kappalu madhyalo lotaina gotilo padipoyayi A lotaina goyyilonci bayata padenduku iddaru entagano prayatnincaru,te
Goyyi painundi ivanni cusina a kappala snehitulu iddarini egatali cestu peddaga arustunnaru,te
Ippudu a goyyilonci bayataku ravadam kastamani a kappalanni tamalo tamu ceppukuntunnayi Varu ippudu kuda prayatnincadam maneyali Vari prayatnalanni phalincavu,te
A goyyilo unna rendu kappalalo okati bayata nilabadi unna kappalannintini vini vati matalu vini nirasa cendindi,te
Nirasa cendadanto atanu goyyi nundi bayatapade prayatnanni kuda manesadu mariyu akkade tana jivitanni vidicipettadu Ayite marovaipu maro kappa matram pattu vadalakunda bayatapadenduku prayatnistune undi,te
Pade pade prayatnala taruvata kappa lang jamp cesi goyyi nundi bayataku vaccindi Idi cusi a gumpuloni kappalanni ascaryapoyi nuvvu ila ela cesavani adagadam modalupettayi,te
Aite a kappa nenu cevitivadini ani ceppindi Nenu goyyi nundi bayatapadataniki prayatnistunnappudu mirandaru nannu utsahaparicenduku biggaraga arustunnarani nenu bhavincanu,te
"Namaskaram, meeru ela unnaaru?",te
Na peru Ramesh.,te
Mee andariki coffee istama?,te
Naku pustakalu chadavadam istam.,te
I roju vataavaranam chala baagundi.,te
Nenu baadi ki veltunnanu.,te
Meeru Hyderabad nunchi vachaara?,te
Mee roju ela undhi?,te
Naku sahayam kaavali.,te
Repu manam kaluddam.,te
Meeru ela unnaru?,te
Nenu baagunnanu.,te
Ikka raandi.,te
Meeru emi tinutaaru?,te
Nenu paalu taagutaanu.,te
Meeru ekkada unnaru?,te
Iroju maa intlo pelli.,te
Mana illu ekkada?,te
Andaru santoshamgaa unnaaru.,te
Mee peru enti?,te
Idi choosi.,te
Adi choosi.,te
Meeru emi anukuntunnaaru?,te
Nenu emi anukunnaa?,te
Meeru chaala andamgaa unnaaru.,te
Meeru ekkada veltunnaru?,te
Nenu tinestaanu.,te
Akkade.,te
A jivitam.,te
Manam annitni preminchukuntamu.,te
Nenu emi cheptanu?,te
Ee samayam.,te
Meeru vastunnaaraa?,te
Nenu choostanu.,te
Meeru kooda andamgaa unnaaru.,te
Veldam.,te
Meeru vintunnaaraa?,te
Ikkada kuchondi.,te
Adi poyindi.,te
A jivitam.,te
Nenu vintaanu.,te
Meeru anni.,te
Emi chestunnaaru?,te
Emi samacharam?,te
Anni baagunnayi.,te
Meeru santoshamgaa unnaraa?,te
Nenu santoshamgaa unnanu.,te
Emi choosukondi.,te
Ee roju chaala pani.,te
Mee daggara emi vundi.,te
Mahammad kuli kutub shaa urdu saahityamlo mottamodati saahib-ye-divaan gaa prakhyaatudayyaadu.,te
kaanee British company vaarike lobadiyundunatula cheyaleka poyaadu.,te
anduvalana B binduvu vadda takkuva potential vuntundi.,te
20 vasataabdamlo united office building poorti ayye varaku aa kotta hotel ekaina aakaasasoudhamgaa untoo vacchindi.,te
poovum dotalu neeli mabbulu mahaambhoraasi nirghoshamul,te
Idi praadhamikamgaa flash kaantivisleshnam radica prabhaava moolakacharya.,te
"prastutam ""laukikavaadam mariyu Bhaarata raajyaangam"" ane amsameeda Hyderabaduloni Osmania visvavidyaalayamlo p.",te
konni sandarbalalo bed materialnu pre heat/munduga pradamikamga vedi cheyyutaku sahaja vayuvu leda fuel oil nu prarambha indhanam (start-upFuel) ga vadedaru.,te
Bharathiya vimarshana sahityani prapncha vagmayamlo niluvethu nilabetinna athyuthama grandhamidi.,te
Kattetho chesina pitapai konni kutunbaalu kalisi andharu suchinchina okari intlo prathishtisthaaru.,te
"Nenu telugu bhAsalO mAtlAduttunnaNu, ekkada unnArU, panI chestArU, HaidarAbAdulO unnAnu, KrishnarAvupetalo unnAnu.",te
"Memu Bengalurolu unnamu, ratri bhojanam chestAmu, somAvaram bayatakU vellAmu, KarnAtakalo unnAnu, paNduguLu jarupukuntu.",te
"Nenu telugu sinimAlu chustAnu, eppudu puttArU, vayasSu unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu.",te
"Mire ekkada panI chestArU, HaidarAbAdulO panI chestunnaNu, somAvaram sinimA chustAmu, saNgItam paduttunnaNu, KarnAtakalo unnAnu.",te
"Nenu telugu paNduguLu jarupukuntu, ekkada unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu, ratri padukuntu.",te
"Memu ratri bhojanam chestAmu, somAvaram bayatakU vellAmu, KarnAtakalo unnAnu, paNduguLu jarupukuntu, KrishnarAvupetalo unnAnu.",te
"Nenu telugu sinimAlu chustAnu, eppudu puttArU, vayasSu unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu.",te
"Mire ekkada panI chestArU, HaidarAbAdulO panI chestunnaNu, somAvaram sinimA chustAmu, saNgItam paduttunnaNu, KarnAtakalo unnAnu.",te
"Nenu telugu paNduguLu jarupukuntu, ekkada unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu, ratri padukuntu.",te
"Memu ratri bhojanam chestAmu, somAvaram bayatakU vellAmu, KarnAtakalo unnAnu, paNduguLu jarupukuntu, KrishnarAvupetalo unnAnu.",te
"Nenu telugu sinimAlu chustAnu, eppudu puttArU, vayasSu unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu.",te
"Mire ekkada panI chestArU, HaidarAbAdulO panI chestunnaNu, somAvaram sinimA chustAmu, saNgItam paduttunnaNu, KarnAtakalo unnAnu.",te
"Nenu telugu paNduguLu jarupukuntu, ekkada unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu, ratri padukuntu.",te
"Memu ratri bhojanam chestAmu, somAvaram bayatakU vellAmu, KarnAtakalo unnAnu, paNduguLu jarupukuntu, KrishnarAvupetalo unnAnu.",te
"Nenu telugu sinimAlu chustAnu, eppudu puttArU, vayasSu unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu.",te
"Mire ekkada panI chestArU, HaidarAbAdulO panI chestunnaNu, somAvaram sinimA chustAmu, saNgItam paduttunnaNu, KarnAtakalo unnAnu.",te
"Nenu telugu paNduguLu jarupukuntu, ekkada unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu, ratri padukuntu.",te
"Memu ratri bhojanam chestAmu, somAvaram bayatakU vellAmu, KarnAtakalo unnAnu, paNduguLu jarupukuntu, KrishnarAvupetalo unnAnu.",te
"Nenu telugu sinimAlu chustAnu, eppudu puttArU, vayasSu unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu.",te
"Mire ekkada panI chestArU, HaidarAbAdulO panI chestunnaNu, somAvaram sinimA chustAmu, saNgItam paduttunnaNu, KarnAtakalo unnAnu.",te
"Nenu telugu paNduguLu jarupukuntu, ekkada unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu, ratri padukuntu.",te
"Memu ratri bhojanam chestAmu, somAvaram bayatakU vellAmu, KarnAtakalo unnAnu, paNduguLu jarupukuntu, KrishnarAvupetalo unnAnu.",te
"Nenu telugu sinimAlu chustAnu, eppudu puttArU, vayasSu unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu.",te
"Mire ekkada panI chestArU, HaidarAbAdulO panI chestunnaNu, somAvaram sinimA chustAmu, saNgItam paduttunnaNu, KarnAtakalo unnAnu.",te
"Nenu telugu paNduguLu jarupukuntu, ekkada unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu, ratri padukuntu.",te
"Memu ratri bhojanam chestAmu, somAvaram bayatakU vellAmu, KarnAtakalo unnAnu, paNduguLu jarupukuntu, KrishnarAvupetalo unnAnu.",te
"Nenu telugu sinimAlu chustAnu, eppudu puttArU, vayasSu unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu.",te
"Mire ekkada panI chestArU, HaidarAbAdulO panI chestunnaNu, somAvaram sinimA chustAmu, saNgItam paduttunnaNu, KarnAtakalo unnAnu.",te
"Nenu telugu paNduguLu jarupukuntu, ekkada unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu, ratri padukuntu.",te
"Memu ratri bhojanam chestAmu, somAvaram bayatakU vellAmu, KarnAtakalo unnAnu, paNduguLu jarupukuntu, KrishnarAvupetalo unnAnu.",te
"Nenu telugu sinimAlu chustAnu, eppudu puttArU, vayasSu unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu.",te
"Mire ekkada panI chestArU, HaidarAbAdulO panI chestunnaNu, somAvaram sinimA chustAmu, saNgItam paduttunnaNu, KarnAtakalo unnAnu.",te
"Nenu telugu paNduguLu jarupukuntu, ekkada unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu, ratri padukuntu.",te
"Memu ratri bhojanam chestAmu, somAvaram bayatakU vellAmu, KarnAtakalo unnAnu, paNduguLu jarupukuntu, KrishnarAvupetalo unnAnu.",te
"Nenu telugu sinimAlu chustAnu, eppudu puttArU, vayasSu unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu.",te
"Mire ekkada panI chestArU, HaidarAbAdulO panI chestunnaNu, somAvaram sinimA chustAmu, saNgItam paduttunnaNu, KarnAtakalo unnAnu.",te
"Nenu telugu paNduguLu jarupukuntu, ekkada unnArU, KrishnarAvupetalo unnAnu, puStakAlu chaduvutunnaNu, ratri padukuntu.",te
